epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.25852474570274353,9.999999747378752e-06,1.8344976902008057,0.32395175099372864,0.08046796917915344,0.38389885425567627,1.567286491394043,0.3921568691730499,0.07984031736850739
