epoch,accuracy,learning_rate,loss,precision,recall,val_accuracy,val_loss,val_precision,val_recall
0,0.23441289365291595,9.999999747378752e-05,2.2994933128356934,0.2892690598964691,0.07961192727088928,0.4171656668186188,1.6035146713256836,0.8571428656578064,0.023952096700668335
1,0.3275788128376007,9.999999747378752e-05,1.800386905670166,0.5013333559036255,0.10729062557220459,0.43446439504623413,1.5084314346313477,0.78899085521698,0.057218894362449646
2,0.3656727075576782,9.999999747378752e-05,1.6824901103973389,0.5548607110977173,0.1392495334148407,0.5775116682052612,1.280924677848816,0.8739946484565735,0.21689952909946442
